Name,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Card 30,Deck
984596-dragon-priest,cabal shadow priest,cabal shadow priest,cobalt scalebane,cobalt scalebane,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,kabal talonpriest,kabal talonpriest,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word pain,twilight acolyte,twilight acolyte,twilight drake,twilight drake,1
984540-standard-dragons,book wyrm,cabal shadow priest,cabal shadow priest,curious glimmerroot,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,primordial drake,primordial drake,shadow visions,shadow visions,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,twilight acolyte,twilight acolyte,twilight drake,twilight drake,1
984536-deck-doctor-pretre-dragon-otk,cobalt scalebane,cobalt scalebane,divine spirit,divine spirit,dragon soul,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,inner fire,inner fire,kabal talonpriest,kabal talonpriest,lyra the sunshard,netherspite historian,netherspite historian,northshire cleric,northshire cleric,power word shield,power word shield,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word pain,shadow word pain,twilight acolyte,twilight acolyte,1
984521-theory-crafting-dragon-priest,dragon soul,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,inner fire,lyra the sunshard,netherspite historian,netherspite historian,northshire cleric,northshire cleric,power word shield,power word shield,primordial drake,primordial drake,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadowreaper anduin,twilight acolyte,twilight acolyte,twilight drake,twilight drake,ysera,1
984486-lyracle-combo,barnes,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,gadgetzan auctioneer,gadgetzan auctioneer,holy nova,holy nova,holy smite,holy smite,lesser diamond spellstone,malygos,mass dispel,mind blast,mind blast,power word shield,power word shield,psychic scream,psychic scream,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,spirit lash,spirit lash,6
984455-eternal-devilsaur,charged devilsaur,charged devilsaur,circle of healing,circle of healing,dragonfire potion,dragonfire potion,embrace the shadow,embrace the shadow,eternal servitude,eternal servitude,holy smite,leeroy jenkins,mass dispel,mass dispel,mind blast,mind blast,pint size potion,pint size potion,power word shield,power word shield,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,2
984444-k-c-dungeons-and-dragons,book wyrm,cabal shadow priest,cabal shadow priest,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,free from amber,free from amber,medivh the guardian,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,primordial drake,shadow visions,shadow word death,shadow word death,shadow word pain,skulking geist,twilight acolyte,twilight acolyte,twilight drake,twilight drake,unidentified elixir,unidentified elixir,zola the gorgon,1
984437-dragon-priest-k-c,book wyrm,book wyrm,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,kabal talonpriest,kabal talonpriest,netherspite historian,netherspite historian,pint size potion,potion of madness,potion of madness,power word shield,power word shield,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,stampeding kodo,stampeding kodo,the curator,twilight acolyte,twilight acolyte,1
984397-shadowreaper,binding heal,bloodmage thalnos,circle of healing,cobalt scalebane,curious glimmerroot,dragonfire potion,drakonid operative,duskbreaker,embrace the shadow,gadgetzan auctioneer,gilded gargoyle,holy smite,kazakus,loot hoarder,mind blast,northshire cleric,pint size potion,power word shield,priest of the feast,prophet velen,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word horror,shadowreaper anduin,silence,twilight drake,wild pyromancer,0
974006-ez-and-cheap-win-priest-tavern-brawl,amgam rager,arcanosmith,arcanosmith,devilsaur egg,dirty rat,divine spirit,divine spirit,doomsayer,doomsayer,eater of secrets,fallen sun cleric,imp master,imp master,inner fire,inner fire,kabal talonpriest,kabal talonpriest,mind blast,mind blast,mogushan warden,mogushan warden,murloc tidehunter,murloc tidehunter,northshire cleric,northshire cleric,power word tentacles,shadow word death,shadow word death,silence,temple enforcer,-1
984360-kac-quest-priest,awaken the makers,barnes,cairne bloodhoof,carnivorous cube,crystalline oracle,crystalline oracle,dragonfire potion,dragonfire potion,eternal servitude,harrison jones,lyra the sunshard,mirage caller,nzoth the corruptor,obsidian statue,obsidian statue,potion of madness,potion of madness,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,shifting shade,tortollan shellraiser,tortollan shellraiser,twilights call,twilights call,zola the gorgon,7
984340-awaken-the-razakus-temporus,awaken the makers,bloodmage thalnos,crystalline oracle,doomsayer,dragonfire potion,drakonid operative,duskbreaker,embrace darkness,gilded gargoyle,greater healing potion,holy smite,kazakus,lyra the sunshard,mind blast,mirage caller,northshire cleric,power word shield,priest of the feast,prophet velen,raza the chained,shadow essence,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,shifting shade,silence,temporus,tortollan shellraiser,twilights call,-1
984337-raza-dragon,bone drake,book wyrm,dragonfire potion,drakonid operative,duskbreaker,faerie dragon,kabal courier,kabal songstealer,kabal talonpriest,kazakus,lyra the sunshard,netherspite historian,northshire cleric,potion of madness,power word shield,priest of the feast,primordial drake,prophet velen,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,spirit lash,twilight acolyte,twilight drake,unidentified elixir,zola the gorgon,0
984322-big-priest,barnes,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,free from amber,greater healing potion,lesser diamond spellstone,lesser diamond spellstone,obsidian statue,obsidian statue,pint size potion,pint size potion,psychic scream,psychic scream,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,shadowreaper anduin,the darkness,the lich king,ysera,yshaarj rage unbound,2
984316-bad-dragon-priest,book wyrm,cabal shadow priest,cabal shadow priest,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,mind control,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,primordial drake,primordial drake,psychic scream,saronite chain gang,saronite chain gang,shadow word death,shadow word death,shadow word pain,shadowreaper anduin,twilight acolyte,twilight acolyte,ysera,1
984287-heavy,barnes,deathwing dragonlord,dragonhatcher,eternal servitude,eternal servitude,forbidden shaping,forbidden shaping,free from amber,free from amber,obsidian statue,obsidian statue,potion of madness,potion of madness,psychic scream,psychic scream,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,sleepy dragon,sleepy dragon,twilights call,twilights call,ysera,yshaarj rage unbound,2
984279-budget-zoo-priest-ft-dark-ascendant-s45,acolyte of agony,acolyte of agony,darkshire alchemist,darkshire alchemist,defender of argus,defender of argus,forbidden shaping,forbidden shaping,kabal talonpriest,kabal talonpriest,leeroy jenkins,northshire cleric,northshire cleric,power word tentacles,radiant elemental,radiant elemental,shadow ascendant,shadow ascendant,shadow visions,shadow word death,shadow word pain,shifting shade,shifting shade,stranglethorn tiger,tortollan shellraiser,tortollan shellraiser,vicious fledgling,vicious fledgling,young priestess,young priestess,-1
984271-theory-big-priest,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,free from amber,greater healing potion,greater healing potion,lesser diamond spellstone,mass dispel,obsidian statue,obsidian statue,pint size potion,potion of madness,potion of madness,psychic scream,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word pain,shadow word pain,shadowreaper anduin,silence,spirit lash,the lich king,ysera,yshaarj rage unbound,2
984255-new-highlander-kazakus-priest,acolyte of pain,bloodmage thalnos,curious glimmerroot,dragonfire potion,holy nova,holy smite,kabal talonpriest,kazakus,loot hoarder,lyra the sunshard,mass dispel,mind blast,northshire cleric,potion of madness,power word shield,priest of the feast,prophet velen,psionic probe,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,spirit lash,tar creeper,unidentified elixir,wild pyromancer,zola the gorgon,0
984225-k-c-dragon-priest,cobalt scalebane,cobalt scalebane,divine spirit,divine spirit,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,inner fire,inner fire,kabal talonpriest,kabal talonpriest,lyra the sunshard,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,power word shield,radiant elemental,radiant elemental,shadow ascendant,shadow ascendant,shadow word pain,twilight acolyte,twilight acolyte,twilight drake,twilight drake,1
984214-theory-dragon-priest,cobalt scalebane,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,greater healing potion,kabal talonpriest,kabal talonpriest,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,power word shield,power word shield,primordial drake,psychic scream,radiant elemental,radiant elemental,shadow visions,shadow word death,shadow word pain,shadow word pain,spirit lash,twilight acolyte,twilight drake,twilight drake,ysera,1
984205-dragon,book wyrm,book wyrm,cabal shadow priest,cabal shadow priest,cobalt scalebane,cobalt scalebane,dragon soul,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,shadow word death,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,twilight acolyte,twilight acolyte,ysera,1
984182-knc-dragon-priest,cobalt scalebane,cobalt scalebane,dragon soul,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,lyra the sunshard,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,power word shield,power word shield,priest of the feast,psionic probe,psionic probe,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word pain,shadow word pain,twilight acolyte,twilight acolyte,ysera,1
984174-theory-razakus-priest,acidic swamp ooze,acolyte of pain,auchenai soulpriest,bloodmage thalnos,circle of healing,dragon soul,dragonfire potion,elise the trailblazer,greater healing potion,holy smite,kazakus,loot hoarder,lyra the sunshard,mind blast,northshire cleric,novice engineer,pint size potion,potion of madness,power word shield,priest of the feast,prophet velen,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word horror,shadow word pain,shadowreaper anduin,spirit lash,0
