Name,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Card 30
877751-kft-dk-otk-priest,circle of healing,northshire cleric,potion of madness,power word shield,radiant elemental,shadow visions,shadow visions,shadow word pain,spirit lash,curious glimmerroot,kabal talonpriest,mirage caller,shadow word death,priest of the feast,tortollan shellraiser,holy nova,kabal songstealer,raza the chained,cabal shadow priest,dragonfire potion,shadowreaper anduin,obsidian statue,golakka crawler,wild pyromancer,acolyte of pain,happy ghoul,injured blademaster,tar creeper,kazakus,primordial drake
877176-memezakus-dragon-otk-priest,crystalline oracle,northshire cleric,mana geode,radiant elemental,shadow visions,shadow word pain,curious glimmerroot,kabal talonpriest,mirage caller,shifting shade,tortollan shellraiser,darkshire alchemist,drakonid operative,raza the chained,dragonfire potion,shadowreaper anduin,mistress of mixtures,doomsayer,golakka crawler,netherspite historian,acolyte of pain,earthen ring farseer,gluttonous ooze,ironbeak owl,tar creeper,kazakus,twilight drake,bone drake,book wyrm,primordial drake
877153-nzakus-priest-otk,awaken the makers,binding heal,crystalline oracle,northshire cleric,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,spirit lash,curious glimmerroot,eternal servitude,priest of the feast,holy nova,lyra the sunshard,onyx bishop,raza the chained,dragonfire potion,shadow essence,shadowreaper anduin,obsidian statue,mistress of mixtures,loot hoarder,eggnapper,kabal courier,shallow gravedigger,barnes,kazakus,tomb lurker,nzoth the corruptor
877006-velen-maly-otk-priest,holy smite,holy smite,northshire cleric,northshire cleric,power word shield,power word shield,mind blast,mind blast,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,shadow word pain,spirit lash,spirit lash,shadow word death,eternal servitude,eternal servitude,greater healing potion,dragonfire potion,dragonfire potion,shadow essence,prophet velen,shadowreaper anduin,bloodmage thalnos,acolyte of pain,acolyte of pain,barnes,malygos
876968-otk-quest-nzoth,awaken the makers,crystalline oracle,holy smite,northshire cleric,power word shield,mind blast,radiant elemental,shadow visions,shadow word pain,mirage caller,shadow word death,shifting shade,tortollan shellraiser,holy nova,onyx bishop,raza the chained,dragonfire potion,holy fire,prophet velen,free from amber,shadowreaper anduin,obsidian statue,mistress of mixtures,loot hoarder,acolyte of pain,shallow gravedigger,kazakus,twilight summoner,corrupted healbot,nzoth the corruptor
876950-otk-shadowreaper-dragons,holy smite,northshire cleric,potion of madness,power word shield,mind blast,radiant elemental,shadow visions,shadow word pain,mirage caller,shadow word death,priest of the feast,shadow madness,drakonid operative,holy nova,kabal songstealer,onyx bishop,raza the chained,dragonfire potion,holy fire,prophet velen,free from amber,shadowreaper anduin,obsidian statue,netherspite historian,stonehill defender,kazakus,twilight drake,book wyrm,primordial drake,ysera
876921-anduin-raza-otk-combo,binding heal,crystalline oracle,holy smite,mind vision,northshire cleric,potion of madness,power word shield,mind blast,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,acolyte of agony,curious glimmerroot,shadow word death,thoughtsteal,shifting shade,lyra the sunshard,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,doomsayer,gluttonous ooze,corpsetaker,kazakus,saronite chain gang,elise the trailblazer,yogg saron hopes end
876748-kft-otk-priest-idea,holy smite,holy smite,mind blast,mind blast,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,eternal servitude,eternal servitude,priest of the feast,priest of the feast,lyra the sunshard,onyx bishop,onyx bishop,herald volazj,shadow essence,shadow essence,archbishop benedictus,prophet velen,shadowreaper anduin,obsidian statue,obsidian statue,prince taldaram,arfus,barnes,the lich king,malygos,ysera
876731-priest-otk-wip-2,holy smite,holy smite,northshire cleric,potion of madness,power word shield,mind blast,mind blast,radiant elemental,shadow visions,shadow word pain,spirit lash,shadow word death,thoughtsteal,greater healing potion,priest of the feast,tortollan shellraiser,holy nova,lyra the sunshard,raza the chained,dragonfire potion,shadowreaper anduin,acidic swamp ooze,bloodmage thalnos,doomsayer,golakka crawler,stonehill defender,tar creeper,kazakus,primordial drake,ysera
876727-otk-priest-wip,holy smite,holy smite,northshire cleric,potion of madness,power word shield,mind blast,mind blast,radiant elemental,shadow visions,shadow word pain,spirit lash,shadow word death,thoughtsteal,auchenai soulpriest,greater healing potion,priest of the feast,tortollan shellraiser,lyra the sunshard,raza the chained,dragonfire potion,shadowreaper anduin,acidic swamp ooze,bloodmage thalnos,doomsayer,golakka crawler,stonehill defender,tar creeper,kazakus,leeroy jenkins,primordial drake
869299-kotft-velen-otk-theorycraft,circle of healing,circle of healing,holy smite,holy smite,pint size potion,pint size potion,power word shield,power word shield,embrace the shadow,embrace the shadow,mind blast,mind blast,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,spirit lash,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,mass dispel,shadow word horror,shadow word horror,lyra the sunshard,dragonfire potion,dragonfire potion,prophet velen
876615-angry-priest-otk-kotft,forbidden shaping,forbidden shaping,silence,inner fire,inner fire,mind vision,mind vision,potion of madness,potion of madness,power word shield,power word shield,divine spirit,divine spirit,shadow visions,shadow word pain,shadow word pain,spirit lash,shadow word death,shadow word death,thoughtsteal,greater healing potion,mindgames,devour mind,shadow essence,shadow essence,free from amber,free from amber,shadowreaper anduin,angry chicken,angry chicken
876446-shadowreaper-otk,northshire cleric,power word shield,radiant elemental,radiant elemental,shadow visions,shadow visions,curious glimmerroot,kabal talonpriest,darkshire alchemist,kabal songstealer,onyx bishop,raza the chained,dragonfire potion,shadowreaper anduin,obsidian statue,mistress of mixtures,doomsayer,loot hoarder,novice engineer,sunfury protector,acolyte of pain,gluttonous ooze,kabal courier,stonehill defender,tar creeper,defender of argus,kazakus,nerubian unraveler,skulking geist,primordial drake
876334-miracle-dk-otk-raza-velen-priest,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,shadow word pain,mirage caller,mirage caller,shadow word death,shadow word death,priest of the feast,priest of the feast,lyra the sunshard,raza the chained,cabal shadow priest,dragonfire potion,dragonfire potion,prophet velen,free from amber,shadowreaper anduin,burgly bully,burgly bully,medivh the guardian,arcane giant,arcane giant
876314-kaza-otk-hero-anduin,crystalline oracle,northshire cleric,pint size potion,potion of madness,power word shield,mind blast,radiant elemental,shadow visions,shadow word pain,curious glimmerroot,kabal talonpriest,shadow word death,auchenai soulpriest,greater healing potion,priest of the feast,shadow word horror,kabal songstealer,lyra the sunshard,raza the chained,dragonfire potion,prophet velen,free from amber,shadowreaper anduin,obsidian statue,mistress of mixtures,dirty rat,doomsayer,stonehill defender,kazakus,alexstrasza
876191-super-revive-otk-priest-no-deathknight,holy smite,holy smite,inner fire,inner fire,potion of madness,potion of madness,power word shield,power word shield,divine spirit,divine spirit,mind blast,mind blast,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,shadow word pain,shadow word death,shadow word death,eternal servitude,eternal servitude,holy nova,lyra the sunshard,dragonfire potion,dragonfire potion,shadow essence,shadow essence,prophet velen,malygos
876161-otk-priest,holy smite,holy smite,pint size potion,pint size potion,mind blast,mind blast,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,shadow word pain,spirit lash,spirit lash,shadow word death,shadow word death,eternal servitude,eternal servitude,greater healing potion,greater healing potion,shadow word horror,shadow word horror,holy nova,holy nova,dragonfire potion,dragonfire potion,holy fire,holy fire,barnes,malygos
875986-otk-hero,holy smite,holy smite,potion of madness,potion of madness,power word shield,power word shield,mind blast,mind blast,shadow visions,shadow visions,shadow word pain,shadow word pain,spirit lash,spirit lash,shadow word death,shadow word death,thoughtsteal,eternal servitude,eternal servitude,greater healing potion,holy nova,lyra the sunshard,dragonfire potion,shadow essence,shadow essence,prophet velen,shadowreaper anduin,obsidian statue,barnes,malygos
875974-otk,circle of healing,forbidden shaping,holy smite,potion of madness,power word shield,embrace the shadow,mind blast,shadow visions,shadow visions,shadow word pain,spirit lash,shadow word death,thoughtsteal,eternal servitude,greater healing potion,shadow word horror,holy nova,lyra the sunshard,raza the chained,dragonfire potion,holy fire,shadow essence,prophet velen,free from amber,shadowreaper anduin,obsidian statue,mind control,barnes,kazakus,malygos
875918-otk-priest,holy smite,holy smite,power word shield,power word shield,mind blast,mind blast,shadow visions,shadow visions,shadow word pain,shadow word pain,spirit lash,spirit lash,shadow word death,shadowform,eternal servitude,eternal servitude,holy nova,dragonfire potion,shadow essence,shadow essence,prophet velen,free from amber,free from amber,shadowreaper anduin,obsidian statue,bloodmage thalnos,barnes,medivh the guardian,malygos,ysera
875897-koft-2x-combo-otk-artus-preist,circle of healing,circle of healing,holy smite,holy smite,inner fire,mind vision,northshire cleric,northshire cleric,pint size potion,potion of madness,power word shield,power word shield,mind blast,mind blast,radiant elemental,radiant elemental,shadow visions,shadow visions,spirit lash,spirit lash,shadow word death,eternal servitude,eternal servitude,shadow word horror,archbishop benedictus,prophet velen,shadowreaper anduin,acolyte of pain,acolyte of pain,skulking geist
875794-otk,holy smite,holy smite,power word shield,power word shield,mind blast,mind blast,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,shadow word pain,spirit lash,spirit lash,shadow word death,shadow word death,eternal servitude,eternal servitude,shadow word horror,shadow word horror,holy nova,holy nova,lyra the sunshard,dragonfire potion,dragonfire potion,prophet velen,shadowreaper anduin,acolyte of pain,acolyte of pain,barnes
875649-controlotkpriest,circle of healing,crystalline oracle,northshire cleric,pint size potion,potion of madness,power word shield,radiant elemental,shadow visions,shadow word pain,kabal talonpriest,mirage caller,shadow word death,auchenai soulpriest,eternal servitude,priest of the feast,shadow word horror,holy nova,lyra the sunshard,raza the chained,cabal shadow priest,dragonfire potion,free from amber,shadowreaper anduin,mind control,doomsayer,kazakus,corpse raiser,harrison jones,medivh the guardian,the lich king
875599-4-card-otk-shadowreaper-quest,forbidden shaping,silence,awaken the makers,crystalline oracle,holy smite,potion of madness,power word shield,shadow visions,acolyte of agony,mirage caller,shadow word death,eternal servitude,shifting shade,tortollan shellraiser,holy nova,lyra the sunshard,onyx bishop,raza the chained,dragonfire potion,prophet velen,shadowreaper anduin,obsidian statue,bloodmage thalnos,loot hoarder,youthful brewmaster,shallow gravedigger,barnes,kazakus,burgly bully,moat lurker
875483-raza-shadow-reaper-otk,crystalline oracle,northshire cleric,potion of madness,power word shield,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,spirit lash,curious glimmerroot,kabal talonpriest,shadow word death,eternal servitude,priest of the feast,tortollan shellraiser,holy nova,lyra the sunshard,raza the chained,dragonfire potion,free from amber,shadowreaper anduin,obsidian statue,youthful brewmaster,stonehill defender,tar creeper,barnes,kazakus,harrison jones,the lich king
